Hand Number, Hand Wager, Hand Net, Hand Total, Bank Total
1194,100,-100,16,13550
1195,200,200,19,13750
1196,200,-200,13,13550
1197,100,-100,23,13450
1198,100,100,18,13550
1199,100,-100,17,13450
1200,100,-100,16,13350
1201,200,-200,16,13150
1202,100,-100,13,12850
1203,200,-200,16,12850
1204,100,-100,18,12750
1205,100,100,20,12850
1206,100,-100,26,12750
1207,100,-100,18,12650
1208,100,100,19,12750
1209,100,-100,18,12650
1210,100,100,19,12750
1211,100,-100,18,12650
1212,200,-200,11,12450
1213,100,-100,23,12350
1214,100,100,14,12450
1215,100,-100,24,12350
1216,100,0,20,12350
1217,100,100,21,12450
1218,100,-100,15,12350
1219,100,-100,13,12250
1220,100,100,14,12350
1221,200,-200,12,12050
1222,100,-100,12,12050
1223,100,100,20,12150
1224,100,100,21,12250
1225,100,-100,13,12150
1226,100,100,20,12250
1227,100,100,18,12350
1228,100,-100,22,12250
1229,200,200,18,12450
1230,100,-100,20,12350
1231,100,-100,23,12250
1232,100,-100,23,12150
1233,200,200,17,12350
1234,100,100,15,12450
1235,100,150,21,12600
1236,100,-100,22,12400
1237,100,-100,18,12400
1238,100,150,21,12550
1239,100,100,18,12650
1240,100,150,21,12800
1241,100,100,18,12900
1242,100,-100,26,12800
1243,100,0,20,12800
1244,100,-100,22,12700
1245,100,-100,7,12600
1246,100,-100,24,12500
1247,200,200,20,12700
1248,100,100,17,12800
1249,100,-100,17,12700
1250,100,-100,23,12600
1251,100,-100,24,12500
1252,100,100,16,12600
1253,100,-100,26,12500
1254,100,100,21,12600
1255,100,-100,23,12500
1256,100,-100,16,12400
1257,100,-100,17,12300
1258,200,-200,17,12100
1259,100,100,21,12200
1260,100,0,17,12200
1261,100,100,18,12300
1262,100,-100,22,12200
1263,100,100,17,12300
1264,100,-100,19,12200
1265,100,-100,24,12100
1266,100,100,20,12200
1267,100,-100,26,12100
1268,100,-100,23,12000
1269,100,-100,12,11800
1270,100,-100,13,11800
1271,100,-100,17,11700
1272,100,-100,18,11600
1273,100,-100,25,11500
1274,100,100,20,11600
1275,100,100,19,11700
1276,200,-200,14,11500
1277,100,-100,26,11400
1278,100,-100,15,11300
1279,100,-100,12,11200
1280,100,100,20,11300
1281,100,-100,8,11200
1282,100,-100,18,11100
1283,100,-100,18,11000
1284,200,200,20,11200
1285,100,100,14,11300
1286,100,-100,13,11200
1287,100,-100,25,11100
1288,100,-100,24,11000
1289,100,-100,17,10900
1290,100,100,21,10900
1291,100,-100,15,10900
1292,200,200,21,11100
1293,100,100,18,11200
1294,200,-200,13,11000
1295,100,-100,22,10900
1296,100,150,21,11050
1297,100,-100,12,10950
1298,100,-100,13,10850
1299,100,-100,14,10750
1300,100,100,20,10850
1301,100,100,20,10950
1302,100,100,13,11050
1303,100,-100,17,10950
1304,100,100,19,11050
1305,100,-100,25,10950
1306,100,-100,17,10850
1307,100,0,20,10850
1308,100,-100,14,10750
1309,100,100,19,10850
1310,100,-100,24,10750
1311,100,100,19,10850
1312,100,100,20,10950
1313,200,-200,20,10750
1314,100,100,19,10850
1315,100,-100,26,10750
1316,100,100,20,10850
1317,100,-100,24,10750
1318,100,-100,15,10650
1319,100,-100,25,10550
1320,100,0,17,10550
1321,200,200,19,10750
1322,100,100,14,10850
1323,100,100,21,10950
1324,100,100,15,11050
1325,100,100,20,11150
1326,100,-100,23,11050
1327,100,100,15,11150
1328,100,-100,23,11050
1329,100,-100,23,10950
1330,200,200,20,11150
1331,100,-100,25,11050
1332,100,-100,23,10950
1333,100,100,17,11050
1334,100,100,20,11150
1335,200,200,21,11350
1336,100,100,13,11450
1337,100,100,17,11550
1338,100,-100,20,11450
1339,200,200,19,11650
1340,100,-100,25,11550
1341,100,-100,15,11450
1342,100,100,20,11550
1343,100,100,17,11650
1344,100,100,19,11750
1345,100,-100,26,11650
1346,100,100,19,11750
1347,100,0,17,11750
1348,100,-100,22,11650
1349,100,150,21,11800
1350,100,-100,20,11700
1351,100,-100,18,11600
1352,100,100,21,11700
1353,100,-100,14,11600
1354,100,0,17,11600
1355,100,-100,17,11500
1356,100,100,20,11600
1357,100,100,19,11700
1358,200,-200,13,11500
1359,100,100,20,11600
1360,100,100,18,11700
1361,100,100,14,11800
1362,100,-100,17,11700
1363,100,-100,16,11600
1364,100,0,17,11600
1365,100,100,21,11700
1366,200,-200,18,11500
1367,100,150,21,11650
1368,100,100,19,11650
1369,100,-100,16,11650
1370,100,100,20,11750
1371,100,100,21,11850
1372,100,-100,16,11750
1373,100,-100,23,11650
1374,100,-100,16,11550
1375,200,200,21,11750
1376,100,-100,17,11650
1377,100,-100,23,11550
1378,100,-100,16,11450
1379,100,-100,25,11350
1380,100,100,20,11450
1381,200,-200,17,11250
1382,100,-100,22,11150
1383,100,-100,15,11050
1384,200,0,19,11050
1385,100,0,20,11050
1386,100,-100,20,10950
1387,100,-100,18,10850
1388,100,100,18,10950
1389,100,100,18,11050
1390,100,-100,24,10950
1391,100,-100,26,10850
1392,100,100,20,10950
1393,100,100,19,11050
1394,100,150,21,11200
1395,200,200,21,11400
1396,100,100,14,11500
1397,100,-100,13,11400
1398,100,150,21,11550
1399,100,100,17,11650
1400,100,-100,13,11550
1401,200,200,21,11750
1402,100,-100,17,11650
1403,100,-100,16,11550
1404,100,100,21,11550
1405,100,100,18,11750
1406,100,100,21,11850
1407,100,100,19,11950
1408,100,-100,17,11850
1409,200,200,19,12050
1410,100,100,13,12150
1411,100,-100,26,12050
1412,100,100,20,12150
1413,100,-100,14,12050
1414,100,150,21,12200
1415,100,-100,12,12100
1416,100,-100,25,12000
1417,100,-100,20,11900
1418,100,-100,24,11800
1419,100,-100,18,11700
1420,100,150,21,11850
1421,100,100,19,11950
1422,100,-100,22,11850
1423,100,150,21,12000
1424,100,-100,18,11900
1425,100,150,21,12050
1426,100,-100,14,11950
1427,200,0,20,11950
1428,100,100,20,12050
1429,100,-100,19,11950
1430,100,100,18,12050
1431,100,-100,22,11950
1432,100,100,20,12050
1433,100,100,17,12150
1434,100,-100,19,12050
1435,100,-100,15,11950
1436,200,-200,13,11750
1437,100,-100,14,11650
1438,100,0,18,11550
1439,100,0,18,11650
1440,100,-100,17,11550
1441,100,-100,23,11450
1442,100,-100,18,11350
1443,100,-100,18,11250
1444,100,150,21,11400
1445,100,100,21,11500
1446,100,-100,14,11400
1447,100,-100,17,11300
1448,200,200,21,11500
1449,100,-100,16,11400
1450,200,200,20,11600
1451,100,-100,26,11500
1452,100,100,17,11600
1453,100,-100,18,11500
1454,100,100,20,11600
1455,100,100,18,11700
1456,100,100,21,11800
1457,100,100,20,11900
1458,200,-200,16,11700
1459,100,100,20,11800
1460,100,-100,20,11700
1461,200,200,12,11900
1462,100,-100,18,11800
1463,100,100,17,11900
1464,200,200,19,12100
1465,100,-100,13,12000
1466,100,-100,20,11900
1467,100,-100,17,11800
1468,100,-100,23,11700
1469,200,-200,16,11500
1470,100,-100,24,11400
1471,100,-100,12,11300
1472,100,-100,25,11200
1473,100,-100,18,11100
1474,100,-100,17,11000
1475,100,-100,22,10900
1476,100,-100,19,10800
1477,100,150,21,10950
1478,100,-100,23,10850
1479,200,200,15,11050
1480,100,100,21,11150
1481,100,100,18,11250
1482,100,0,19,11250
1483,100,100,18,11350
1484,100,150,21,11500
1485,100,150,21,11650
1486,100,-100,13,11550
1487,100,-100,22,11450
1488,100,-100,23,11350
1489,100,-100,20,11250
1490,100,-100,12,11150
1491,100,-100,25,11050
1492,100,100,21,11150
1493,100,0,19,11150
1494,100,100,17,11250
1495,200,200,18,11450
1496,200,-200,16,11250
1497,100,100,20,11350
1498,100,100,19,11450
1499,100,-100,22,11350
1500,100,-100,24,11250
1501,100,-100,19,11150
1502,100,-100,17,11050
1503,100,100,20,11150
1504,200,200,15,11350
1505,100,100,20,11450
1506,100,0,18,11450
1507,100,100,20,11550
1508,100,0,20,11550
1509,100,-100,25,11450
1510,100,100,20,11550
1511,200,-200,13,11350
1512,100,100,12,11450
1513,100,-100,12,11350
1514,100,-100,23,11250
1515,100,150,21,11400
1516,200,-200,13,11200
1517,100,100,15,11300
1518,100,-100,18,11200
1519,100,150,21,11350
1520,100,100,17,11450
1521,100,-100,17,11350
1522,100,100,17,11450
1523,100,0,17,11450
1524,100,-100,16,11350
1525,100,100,18,11450
1526,100,-100,26,11250
1527,100,0,18,11350
1528,100,0,20,11350
1529,100,100,15,11450
1530,200,200,19,11650
1531,200,200,13,11850
1532,100,100,20,11950
1533,100,0,20,11950
1534,100,-100,18,11850
1535,100,-100,13,11750
1536,100,100,15,11850
1537,100,-100,14,11750
1538,100,-100,25,11650
1539,200,200,12,11850
1540,100,100,20,11950
1541,100,100,20,12050
1542,100,-100,10,11950
1543,100,0,18,11950
1544,100,-100,26,11850
1545,100,0,18,11850
1546,100,100,20,11950
1547,200,200,19,12150
1548,100,100,20,12250
1549,100,100,20,12350
1550,100,-100,18,12250
1551,100,-100,13,12150
1552,100,100,19,12250
1553,100,-100,24,12150
1554,100,-100,24,12050
1555,100,-100,18,11950
1556,100,100,12,12050
1557,100,100,20,12150
1558,200,200,21,12350
1559,100,100,18,12450
1560,100,-100,18,12350
1561,100,0,20,12350
1562,100,100,19,12450
1563,100,-100,20,12350
1564,100,100,18,12450
1565,200,200,12,12650
1566,100,100,20,12750
1567,100,-100,17,12650
1568,100,100,21,12750
1569,100,100,19,12850
1570,100,-100,22,12750
1571,100,-100,13,12650
1572,100,-100,25,12550
1573,200,-200,16,12350
1574,100,-100,19,12250
1575,100,-100,22,12150
1576,100,-100,24,12050
1577,200,200,13,12250
1578,100,-100,24,12150
1579,100,0,20,12150
1580,100,100,21,12250
1581,100,-100,16,12150
1582,100,150,21,12300
1583,100,100,17,12400
1584,200,-200,14,12200
1585,100,-100,15,12100
1586,200,-200,18,11900
1587,100,100,20,12000
1588,100,100,17,12100
1589,100,-100,16,12000
1590,200,-200,14,11800
1591,100,-100,16,11700
1592,100,-100,19,11600
1593,100,100,20,11700
1594,200,-200,15,11500
1595,200,200,12,11700
1596,100,100,17,11800
1597,100,-100,17,11700
1598,100,100,20,11800
1599,100,100,18,11900
1600,100,-100,16,11800
1601,100,-100,25,11700
1602,100,100,20,11800
1603,100,100,18,11800
1604,100,100,18,12000
1605,100,-100,17,11900
1606,100,100,20,12000
1607,100,100,20,12100
1608,100,100,20,12200
1609,100,-100,26,12100
1610,100,100,20,12200
1611,100,-100,15,12100
1612,100,-100,22,12000
1613,100,100,13,12100
1614,100,100,20,12200
1615,200,200,17,12400
1616,100,100,18,12500
1617,200,-200,12,12300
1618,100,-100,17,12200
1619,100,-100,13,12100
1620,100,-100,15,12000
1621,100,-100,24,11900
1622,100,-100,18,11800
1623,100,100,14,11900
1624,200,-200,11,11700
1625,100,100,18,11800
1626,100,100,21,11900
1627,100,100,21,12000
1628,100,100,20,12100
1629,100,100,20,12200
1630,100,100,20,12300
1631,100,-100,26,12200
1632,100,-100,13,12100
1633,100,-100,19,12000
1634,200,200,20,12200
1635,100,100,20,12300
1636,100,-100,18,12200
1637,100,-100,22,12100
1638,100,100,21,12200
1639,100,100,17,12300
1640,100,-100,18,12200
1641,100,-100,25,12100
1642,100,100,18,12200
1643,100,-100,16,12100
1644,100,150,21,12250
1645,100,150,21,12400
1646,200,200,21,12600
1647,100,100,15,12700
1648,100,100,21,12800
1649,100,100,19,12900
1650,100,-100,17,12800
1651,100,-100,17,12700
1652,100,-100,17,12600
1653,100,100,18,12700
1654,200,-200,14,12500
1655,100,-100,13,12400
1656,100,-100,12,12300
1657,100,-100,18,12200
1658,100,100,19,12300
1659,100,-100,18,12200
1660,100,100,16,12300
1661,100,100,19,12400
1662,100,100,17,12500
1663,100,-100,22,12300
1664,100,-100,23,12300
1665,100,150,21,12450
1666,100,-100,25,12350
1667,100,-100,26,12250
1668,100,-100,25,12150
1669,100,100,20,12250
1670,100,100,20,12350
1671,100,-100,22,12250
1672,100,-100,23,12150
1673,100,-100,22,12050
1674,100,-100,12,11950
1675,100,0,17,11850
1676,100,-100,12,11850
1677,100,-100,26,11750
1678,100,100,19,11850
1679,200,-200,19,11650
1680,100,100,20,11750
1681,100,100,15,11850
1682,100,-100,12,11750
1683,100,-100,25,11650
1684,100,-100,12,11450
1685,100,-100,14,11450
1686,100,100,17,11550
1687,200,-200,13,11350
1688,100,100,17,11450
1689,100,0,18,11450
1690,100,-100,26,11350
1691,100,-100,15,11250
1692,200,200,16,11450
1693,100,150,21,11600
1694,100,-100,17,11500
1695,100,0,20,11500
1696,100,0,18,11500
1697,100,100,18,11600
1698,100,-100,22,11500
1699,100,150,21,11650
1700,200,200,18,11850
1701,100,-100,13,11750
1702,100,100,12,11850
1703,100,100,13,11950
1704,100,-100,13,11850
1705,100,-100,22,11750
1706,200,200,21,11950
1707,100,100,21,12050
1708,100,-100,18,11950
1709,100,100,20,12050
1710,100,100,19,12150
1711,100,-100,17,12050
1712,100,100,20,12150
1713,100,-100,13,12050
1714,100,-100,14,11950
1715,100,100,17,12050
1716,100,-100,17,11950
1717,100,-100,22,11850
1718,100,100,20,11950
1719,100,100,18,11950
1720,100,100,18,12150
1721,100,100,18,12250
1722,100,-100,19,12150
1723,100,-100,20,12050
1724,100,100,20,12150
1725,100,0,19,12150
1726,100,100,19,12250
1727,100,-100,15,12150
1728,100,-100,18,12050
1729,200,-200,16,11850
1730,100,-100,17,11750
1731,100,100,19,11850
1732,100,-100,17,11750
1733,100,150,21,11900
1734,100,100,18,12000
1735,100,100,20,12100
1736,100,-100,17,12000
1737,100,-100,22,11900
1738,100,-100,18,11800
1739,100,-100,15,11700
1740,100,150,21,11850
1741,200,200,20,12050
1742,200,200,15,12250
1743,100,100,14,12350
1744,200,200,14,12250
1745,100,100,15,12450
1746,200,200,21,12850
1747,100,100,17,12950
1748,100,100,20,13050
1749,100,-100,17,12950
1750,100,-100,16,12650
1751,200,-200,12,12650
1752,100,100,20,12750
1753,100,100,21,12850
1754,100,-100,19,12750
1755,100,-100,18,12650
1756,100,100,20,12750
1757,100,-100,22,12650
1758,100,-100,24,12550
1759,100,100,20,12650
1760,100,-100,22,12550
1761,100,-100,20,12450
1762,200,-200,15,12250
1763,100,-100,13,12150
1764,100,-100,17,12050
1765,200,200,16,12250
1766,100,100,19,12350
1767,100,-100,18,12250
1768,100,100,19,12350
1769,100,100,14,12450
1770,200,200,19,12650
1771,100,150,21,12800
1772,200,200,20,13000
1773,100,-100,17,12900
1774,200,200,21,13000
1775,100,100,15,13200
1776,100,-100,24,13100
1777,200,-200,14,12900
1778,100,-100,23,12800
1779,100,0,20,12800
1780,100,100,19,12900
1781,100,-100,17,12800
1782,100,-100,17,12700
1783,100,-100,26,12600
1784,100,-100,25,12500
1785,100,-100,12,12400
1786,100,-100,19,12300
1787,200,200,21,12500
1788,100,-100,16,12400
1789,100,-100,18,12300
1790,200,200,20,12500
1791,100,100,20,12600
1792,100,100,17,12700
1793,100,100,20,12800
1794,100,-100,17,12700
1795,100,-100,16,12600
1796,100,-100,22,12500
1797,100,0,20,12500
1798,100,150,21,12650
1799,100,100,19,12750
1800,100,-100,13,12650
1801,200,200,19,12850
1802,100,100,14,12950
1803,100,0,17,12950
1804,100,-100,23,12850
1805,100,-100,14,12750
1806,100,-100,25,12650
1807,100,100,15,12750
1808,100,0,20,12750
1809,100,100,20,12850
1810,100,-100,15,12750
1811,100,100,15,12850
1812,100,-100,22,12750
1813,200,200,15,12950
1814,100,-100,25,12850
1815,100,100,19,12950
1816,100,0,20,12950
1817,100,150,21,13100
1818,100,-100,23,13000
1819,100,100,19,13100
1820,200,-200,12,12900
1821,100,150,21,13050
1822,100,-100,15,12950
1823,100,-100,25,12850
1824,100,-100,18,12750
1825,100,0,20,12750
1826,100,-100,24,12650
1827,100,0,18,12650
1828,100,150,21,12800
1829,100,-100,25,12700
1830,200,-200,14,12500
1831,100,-100,18,12400
1832,100,100,12,12500
1833,100,100,18,12600
1834,100,-100,18,12500
1835,100,100,20,12600
1836,100,-100,13,12500
1837,100,150,21,12650
1838,100,-100,15,12550
1839,200,-200,12,12350
1840,100,0,19,12350
1841,100,150,21,12500
1842,100,100,20,12600
1843,200,-200,17,12400
1844,100,100,20,12500
1845,100,100,20,12600
1846,100,0,17,12600
1847,100,100,13,12700
1848,100,100,20,12800
1849,100,0,20,12800
1850,100,-100,24,12700
1851,100,100,18,12800
1852,200,200,21,13000
1853,100,100,21,12900
1854,200,-200,19,12900
1855,100,100,18,13000
1856,100,150,21,13150
1857,100,-100,15,13050
1858,100,100,14,13150
1859,100,-100,13,13050
1860,100,-100,20,12950
1861,200,200,13,13050
1862,100,100,19,13250
1863,100,-100,12,13150
1864,100,-100,19,13050
1865,100,0,20,13050
1866,100,100,17,13150
1867,100,-100,23,13050
1868,200,0,17,13050
1869,100,100,13,13150
1870,100,100,20,13250
1871,100,100,20,13350
1872,100,100,21,13450
1873,100,100,19,13550
1874,100,100,16,13650
1875,100,0,20,13650
1876,100,-100,19,13550
1877,100,100,19,13650
1878,100,-100,26,13550
1879,100,-100,11,13450
1880,100,-100,17,13350
1881,100,100,17,13450
1882,100,-100,13,13350
1883,100,100,20,13450
1884,100,0,20,13450
1885,200,200,12,13650
1886,100,100,20,13750
1887,100,100,18,13850
1888,100,-100,22,13750
1889,100,-100,17,13650
1890,100,100,19,13750
1891,100,-100,20,13650
1892,200,200,16,13850
1893,100,100,20,13950
1894,100,100,16,14050
1895,100,-100,22,13950
1896,100,-100,19,13850
1897,100,100,14,13950
1898,100,0,18,13950
1899,100,100,17,13950
1900,100,100,15,14150
1901,100,-100,22,14050
1902,100,100,20,14150
1903,100,-100,19,14050
1904,100,0,20,14050
1905,100,100,19,14150
1906,100,100,18,14250
1907,100,100,20,14350
1908,100,-100,12,14250
1909,100,100,17,14350
1910,100,0,18,14350
1911,100,-100,14,14250
1912,100,100,18,14350
1913,100,-100,26,14250
1914,100,0,20,14250
1915,100,100,20,14350
1916,100,100,19,14450
1917,100,-100,16,14350
1918,100,-100,23,14250
1919,100,100,20,14350
1920,100,100,13,14450
1921,100,-100,16,14350
1922,100,-100,13,14250
1923,100,-100,24,14150
1924,100,100,21,14250
1925,100,150,21,14400
1926,100,-100,18,14300
1927,100,-100,17,14200
1928,100,-100,15,14100
1929,100,-100,12,14000
1930,100,100,20,14100
1931,100,100,20,14200
1932,100,-100,23,14100
1933,100,150,21,14250
1934,200,200,21,14450
1935,100,-100,19,14350
1936,200,200,17,14550
1937,100,-100,22,14450
1938,100,150,21,14600
1939,100,100,18,14700
1940,100,-100,17,14600
1941,100,0,19,14600
1942,100,100,18,14700
1943,100,-100,26,14600
1944,100,-100,17,14500
1945,100,-100,15,14400
1946,100,100,18,14500
1947,100,-100,18,14400
1948,200,200,21,14600
1949,100,100,19,14700
1950,100,100,18,14800
1951,100,100,20,14900
1952,100,150,21,15050
1953,100,100,16,15150
1954,100,-100,23,15050
1955,100,100,20,15150
1956,200,200,14,15350
1957,100,-100,25,15250
1958,200,-200,16,15050
1959,100,-100,17,14950
1960,100,150,21,15100
1961,100,100,15,15200
1962,100,-100,18,15100
1963,100,-100,19,15000
1964,100,-100,22,14900
1965,100,-100,13,14800
1966,100,-100,16,14700
1967,100,100,19,14800
1968,100,-100,18,14700
1969,200,200,17,14900
1970,100,-100,16,14800
1971,100,100,19,14900
1972,100,100,19,15000
1973,100,-100,20,14900
1974,100,100,12,15000
1975,100,100,21,15100
1976,200,-200,13,14900
1977,100,100,18,15000
1978,100,0,17,15000
1979,100,100,21,15100
1980,100,-100,14,15000
1981,200,-200,12,14800
1982,100,-100,14,14700
1983,100,0,21,14600
1984,100,-100,19,14600
1985,100,0,17,14600
1986,200,-200,15,14400
1987,100,100,20,14500
1988,100,-100,14,14400
1989,100,-100,24,14300
1990,100,-100,22,14200
1991,200,200,13,14400
1992,100,-100,15,14300
1993,100,-100,22,14200
1994,100,150,21,14350
1995,100,-100,17,14250
1996,100,100,20,14350
1997,100,150,21,14500
1998,100,-100,19,14400
1999,100,100,19,14500
2000,100,0,17,14500
2001,100,100,20,14600
2002,100,100,19,14700
2003,100,100,20,14800
2004,100,-100,22,14700
2005,100,100,15,14800
2006,100,150,21,14950
2007,100,-100,18,14850
2008,100,150,21,15000
2009,100,-100,14,14900
2010,100,-100,16,14800
2011,100,0,20,14800
2012,100,0,17,14800
2013,100,-100,7,14700
2014,200,-200,20,14500
2015,100,-100,14,14400
2016,100,-100,20,14300
2017,100,100,19,14200
2018,100,100,20,14400
2019,100,-100,24,14400
2020,100,-100,26,14300
2021,100,100,20,14400
2022,100,0,20,14400
2023,100,100,21,14500
2024,100,100,21,14600
2025,100,-100,23,14500
2026,100,100,14,14600
2027,100,100,19,14700
2028,100,100,20,14800
2029,100,100,13,14900
2030,100,-100,18,14800
2031,100,-100,25,14700
2032,100,-100,26,14600
2033,100,100,18,14700
2034,100,100,19,14800
2035,100,-100,18,14700
2036,100,-100,24,14600
2037,100,100,20,14700
2038,100,-100,13,14600
2039,100,-100,19,14500
2040,100,-100,23,14400
2041,100,150,21,14550
2042,100,100,16,14650
2043,100,-100,13,14550
2044,100,-100,14,14450
2045,100,100,20,14550
2046,100,100,15,14650
2047,100,-100,23,14550
2048,100,-100,25,14450
2049,100,100,19,14550
2050,100,-100,18,14450
2051,100,100,20,14550
2052,100,100,19,14650
2053,100,150,21,14800
2054,100,100,18,14900
2055,100,-100,18,14700
2056,100,-100,18,14700
2057,100,-100,17,14600
2058,100,100,20,14700
2059,100,-100,18,14600
2060,200,-200,12,14400
2061,200,-200,12,14200
2062,100,-100,19,14100
2063,100,100,20,14200
2064,100,100,19,14300
2065,100,-100,12,14200
2066,100,0,18,14200
2067,100,100,20,14300
2068,100,100,12,14400
2069,100,-100,17,14100
2070,200,200,20,14500
2071,200,-200,17,14300
2072,100,100,13,14400
2073,200,-200,7,14200
2074,100,-100,14,14100
2075,100,100,19,14200
2076,100,0,20,14200
2077,100,-100,19,14100
2078,200,-200,15,13900
2079,100,100,21,14000
2080,100,100,20,14100
2081,100,100,20,14200
2082,100,100,15,14300
2083,100,150,21,14450
2084,100,-100,24,14350
2085,100,100,17,14450
2086,100,100,14,14550
2087,100,0,18,14450
2088,100,-100,26,14450
2089,100,-100,19,14350
2090,100,-100,12,14250
2091,100,-100,19,14150
2092,100,100,16,14250
2093,100,100,20,14350
2094,100,100,20,14450
2095,100,-100,17,14350
2096,100,-100,20,14250
2097,200,200,14,14450
2098,200,-200,19,14250
2099,100,100,21,14350
2100,100,-100,22,14250
2101,100,100,21,14350
2102,100,-100,17,14250
2103,100,0,17,14250
2104,100,100,13,14350
2105,100,0,20,14350
2106,100,-100,14,14150
2107,100,-100,18,14150
2108,100,150,21,14300
2109,100,150,21,14450
2110,100,-100,19,14350
2111,100,100,20,14450
2112,100,100,21,14550
2113,100,150,21,14700
2114,100,150,21,14850
2115,100,-100,18,14750
2116,100,-100,20,14650
2117,200,-200,16,14450
2118,100,100,21,14550
2119,100,-100,19,14450
2120,100,100,12,14550
2121,100,100,20,14650
2122,100,0,18,14650
2123,100,100,19,14750
2124,100,-100,16,14650
2125,200,-200,12,14450
2126,100,100,20,14550
2127,200,200,21,14750
2128,100,-100,25,14650
2129,100,100,19,14750
2130,100,-100,22,14650
2131,100,-100,22,14550
2132,200,-200,17,14350
2133,100,100,20,14450
2134,100,100,19,14550
2135,100,-100,24,14450
2136,100,-100,22,14350
2137,100,100,20,14450
2138,100,-100,16,14350
2139,100,-100,17,14250
2140,100,-100,15,14150
2141,100,-100,22,14050
2142,100,-100,15,13950
2143,100,-100,18,13850
2144,100,-100,17,13750
2145,100,100,18,13850
2146,100,100,17,13950
2147,200,200,15,14150
2148,100,-100,15,14050
2149,100,100,20,14150
2150,100,-100,19,14050
2151,100,100,21,14150
2152,100,100,20,14250
2153,100,0,18,14250
2154,100,0,18,14250
2155,100,100,12,14350
2156,100,0,19,14350
2157,100,-100,26,14050
2158,200,-200,15,14050
2159,100,0,19,14050
2160,100,-100,22,13950
2161,100,100,19,14050
2162,100,0,20,14050
2163,100,-100,13,13950
2164,100,-100,24,13850
2165,100,0,19,13850
2166,100,-100,16,13650
2167,100,-100,14,13650
2168,100,100,18,13650
2169,100,-100,23,13650
2170,200,200,15,13850
2171,100,100,17,13950
2172,100,100,20,14050
2173,100,150,21,14200
2174,100,-100,17,14100
2175,200,200,16,14300
2176,100,-100,14,14200
2177,100,0,17,14200
2178,100,100,19,14300
2179,100,-100,26,14200
2180,100,100,19,14300
2181,100,-100,22,14200
2182,100,0,20,14200
2183,100,-100,22,14100
2184,100,100,20,14200
2185,100,-100,17,14100
2186,100,-100,18,14000
2187,100,-100,17,13900
2188,100,-100,24,13800
2189,100,-100,16,13700
2190,100,-100,26,13600
2191,100,100,20,13700
2192,100,0,18,13700
2193,100,100,20,13800
2194,100,-100,19,13700
2195,100,100,18,13800
2196,100,100,17,13900
2197,100,100,17,14000
2198,100,-100,24,13900
2199,100,-100,26,13800
2200,100,100,19,13900
2201,100,0,18,13900
2202,100,100,21,14000
2203,100,-100,14,13900
2204,100,100,20,14000
2205,100,100,14,14100
2206,100,-100,18,14000
2207,100,-100,23,13900
2208,100,-100,13,13800
2209,100,-100,13,13700
2210,100,0,20,13700
2211,200,200,16,13900
2212,100,-100,17,13800
2213,100,100,20,13900
2214,100,-100,14,13800
2215,100,150,21,13950
2216,200,200,19,14050
2217,100,100,14,14250
2218,100,0,20,14250
2219,100,100,21,14350
2220,100,0,19,14350
2221,100,-100,9,14250
2222,100,-100,22,14150
2223,100,-100,12,14050
2224,100,-100,25,13950
2225,100,-100,26,13850
2226,100,-100,18,13550
2227,200,200,20,13950
2228,100,-100,17,13850
2229,100,0,21,13850
2230,100,-100,12,13750
2231,100,100,20,13750
2232,100,-100,17,13750
2233,100,-100,19,13650
2234,100,-100,15,13550
2235,100,0,20,13550
2236,100,-100,19,13450
2237,200,200,21,13650
2238,100,100,16,13750
2239,100,100,20,13850
2240,100,100,17,13950
2241,100,-100,14,13850
2242,100,100,18,13950
2243,100,-100,25,13850
2244,100,-100,23,13750
2245,100,0,18,13650
2246,100,0,18,13750
2247,100,-100,15,13650
2248,100,-100,18,13550
2249,100,100,19,13650
2250,100,-100,24,13550
2251,100,-100,23,13450
2252,100,0,20,13450
2253,100,100,20,13550
2254,100,100,14,13650
2255,100,100,21,13750
2256,100,-100,17,13650
2257,100,-100,18,13550
2258,100,-100,16,13450
2259,200,200,20,13650
2260,100,100,20,13750
2261,100,-100,17,13650
2262,100,-100,26,13550
2263,100,0,20,13550
2264,100,-100,22,13450
2265,100,100,21,13550
2266,100,-100,25,13450
2267,100,-100,22,13350
2268,100,-100,19,13250
2269,100,100,20,13350
2270,100,-100,18,13250
2271,100,-100,17,13150
2272,100,100,18,13250
2273,100,100,13,13350
2274,100,-100,12,13250
2275,100,-100,23,13150
2276,100,-100,18,13050
2277,100,150,21,13200
2278,100,-100,13,13100
2279,100,-100,22,13000
2280,100,-100,17,12800
2281,100,-100,17,12800
2282,100,-100,15,12700
2283,100,100,18,12800
2284,100,0,19,12800
2285,100,100,21,12900
2286,100,-100,10,12800
2287,100,-100,17,12700
2288,100,150,21,12850
2289,100,100,21,12950
2290,200,-200,20,12750
2291,100,150,21,12900
2292,100,100,19,13000
2293,100,0,20,13000
2294,100,-100,17,12900
2295,200,200,19,13100
2296,100,0,19,13100
2297,100,-100,17,13000
2298,100,-100,16,12900
2299,200,0,20,12900
2300,100,100,20,13000
2301,100,-100,17,12900
2302,100,100,21,13000
2303,100,100,18,13100
2304,200,0,17,13100
2305,100,150,21,13250
2306,100,-100,15,13150
2307,100,-100,17,13050
2308,100,-100,13,12950
2309,100,-100,17,12850
2310,200,-200,16,12650
2311,100,150,21,12800
