Hand Number, Hand Wager, Hand Net, Hand Total, Bank Total
1188,100,-100,18,8400
1189,100,-100,13,8300
1190,100,100,20,8400
1191,100,-100,22,8300
1192,100,-100,19,8200
1193,100,100,20,8300
1194,200,200,18,8500
1195,100,100,20,8600
1196,100,-100,19,8500
1197,100,100,20,8500
1198,100,-100,14,8500
1199,100,-100,20,8400
1200,100,-100,17,8300
1201,100,-100,22,8200
1202,200,-200,15,8000
1203,100,100,18,8100
1204,100,100,14,8200
1205,100,100,20,8300
1206,100,100,14,8400
1207,100,-100,17,8300
1208,100,100,20,8400
1209,100,-100,20,8300
1210,100,100,20,8400
1211,100,-100,17,8300
1212,100,100,14,8400
1213,200,-200,12,8200
1214,100,-100,11,8100
1215,100,-100,15,8000
1216,100,150,21,8150
1217,200,200,15,8350
1218,100,-100,23,8250
1219,200,200,21,8450
1220,100,-100,16,8350
1221,100,-100,23,8250
1222,100,-100,18,8150
1223,100,0,20,8150
1224,100,100,19,8250
1225,100,100,20,8350
1226,100,100,20,8450
1227,100,-100,13,8350
1228,100,-100,23,8250
1229,100,100,18,8350
1230,100,0,19,8350
1231,100,-100,23,8250
1232,100,0,20,8250
1233,100,-100,24,8150
1234,100,100,20,8250
1235,100,-100,16,8150
1236,200,200,21,8350
1237,100,-100,23,8250
1238,100,-100,16,8150
1239,100,0,20,8150
1240,100,-100,18,8050
1241,100,100,20,8150
1242,100,-100,18,8050
1243,100,-100,19,7950
1244,100,-100,18,7850
1245,200,200,19,7950
1246,100,100,13,8150
1247,100,100,14,8250
1248,100,-100,17,8150
1249,200,-200,19,7950
1250,100,100,19,8050
1251,100,100,12,8150
1252,100,100,21,8250
1253,100,-100,24,8150
1254,100,100,19,8250
1255,100,-100,18,8150
1256,100,-100,26,8050
1257,200,200,17,8250
1258,100,-100,18,8150
1259,200,200,19,8350
1260,100,150,21,8500
1261,100,100,20,8600
1262,200,-200,16,8400
1263,100,0,20,8400
1264,100,-100,26,8300
1265,200,200,18,8500
1266,200,200,17,8700
1267,100,-100,23,8600
1268,100,-100,22,8500
1269,100,0,18,8500
1270,100,150,21,8650
1271,100,-100,15,8550
1272,200,200,19,8750
1273,200,200,16,8950
1274,100,-100,23,8850
1275,100,100,19,8950
1276,100,100,20,9050
1277,100,100,20,9150
1278,100,-100,17,9050
1279,100,150,21,9200
1280,100,100,21,9300
1281,100,-100,19,9200
1282,100,-100,19,9100
1283,100,100,17,9200
1284,100,100,18,9300
1285,100,100,17,9400
1286,100,0,19,9400
1287,100,100,14,9500
1288,100,100,18,9600
1289,100,100,20,9700
1290,100,100,17,9700
1291,100,-100,24,9700
1292,100,0,19,9700
1293,100,-100,16,9600
1294,100,0,20,9600
1295,100,100,13,9700
1296,100,-100,22,9600
1297,100,100,20,9700
1298,100,100,14,9800
1299,100,100,16,9900
1300,100,-100,16,9800
1301,100,100,19,9900
1302,100,100,19,10000
1303,100,-100,17,9900
1304,100,0,21,9900
1305,100,-100,23,9800
1306,100,-100,17,9700
1307,100,-100,23,9600
1308,100,-100,13,9500
1309,100,-100,17,9400
1310,100,100,15,9500
1311,100,-100,22,9400
1312,100,0,20,9400
1313,100,0,17,9400
1314,100,-100,18,9300
1315,100,100,18,9400
1316,100,0,18,9400
1317,100,-100,5,9300
1318,100,100,16,9400
1319,100,0,17,9400
1320,100,100,12,9400
1321,100,100,21,9600
1322,100,-100,14,9500
1323,100,100,19,9600
1324,200,200,18,9800
1325,100,-100,13,9700
1326,100,-100,22,9600
1327,100,-100,26,9500
1328,100,100,20,9600
1329,100,100,17,9700
1330,100,100,19,9800
1331,100,-100,25,9700
1332,100,100,19,9800
1333,100,-100,15,9700
1334,200,200,15,9800
1335,100,100,17,10000
1336,100,-100,13,9800
1337,100,-100,19,9800
1338,100,100,20,9900
1339,100,-100,16,9800
1340,100,150,21,9950
1341,100,0,18,9950
1342,100,-100,25,9850
1343,100,-100,13,9750
1344,100,-100,17,9650
1345,100,-100,18,9550
1346,100,0,18,9550
1347,100,100,15,9650
1348,100,100,21,9750
1349,100,-100,15,9650
1350,100,-100,23,9550
1351,200,0,18,9550
1352,100,100,20,9650
1353,100,100,20,9750
1354,100,-100,23,9650
1355,100,-100,22,9550
1356,100,100,18,9650
1357,100,-100,16,9550
1358,100,-100,23,9450
1359,100,100,20,9550
1360,100,-100,24,9450
1361,200,0,17,9450
1362,100,100,13,9550
1363,100,-100,14,9450
1364,100,150,21,9600
1365,100,-100,15,9500
1366,100,-100,17,9400
1367,100,-100,23,9300
1368,100,-100,24,9200
1369,100,100,20,9300
1370,200,200,21,9500
1371,100,-100,17,9400
1372,100,-100,17,9300
1373,100,-100,13,9200
1374,100,100,20,9300
1375,100,100,17,9400
1376,100,100,20,9500
1377,200,200,21,9700
1378,100,100,20,9800
1379,100,-100,25,9700
1380,100,-100,15,9600
1381,100,-100,13,9500
1382,100,-100,12,9400
1383,100,100,18,9500
1384,100,-100,16,9400
1385,100,-100,23,9300
1386,100,100,20,9400
1387,100,150,21,9550
1388,100,-100,14,9450
1389,100,100,20,9550
1390,100,-100,22,9450
1391,100,100,20,9550
1392,100,-100,12,9350
1393,100,-100,13,9350
1394,100,100,21,9450
1395,100,100,19,9550
1396,100,-100,23,9450
1397,100,-100,17,9350
1398,100,-100,18,9250
1399,100,-100,14,9150
1400,100,-100,22,9050
1401,100,100,19,9150
1402,100,150,21,9300
1403,100,0,20,9300
1404,100,-100,24,9200
1405,100,-100,18,9000
1406,100,0,19,9100
1407,100,-100,17,9000
1408,200,-200,14,8800
1409,100,-100,22,8700
1410,100,100,17,8800
1411,100,-100,22,8700
1412,100,100,21,8800
1413,200,-200,18,8600
1414,100,100,20,8700
1415,100,100,17,8800
1416,100,-100,19,8700
1417,100,100,20,8800
1418,100,100,18,8900
1419,100,100,20,9000
1420,200,-200,17,8800
1421,100,100,16,8900
1422,100,100,20,9000
1423,100,-100,14,8900
1424,100,-100,18,8800
1425,200,200,20,9000
1426,100,100,20,9100
1427,100,100,19,9200
1428,100,-100,23,9100
1429,100,-100,13,9000
1430,100,-100,13,8800
1431,100,-100,22,8800
1432,100,100,20,8900
1433,100,0,19,8900
1434,200,200,21,9100
1435,100,-100,23,9000
1436,100,100,21,9100
1437,100,0,20,9000
1438,100,100,21,9200
1439,100,100,20,9300
1440,100,-100,22,9200
1441,100,-100,19,9100
1442,100,100,16,9200
1443,100,100,20,9300
1444,100,100,20,9400
1445,200,200,17,9400
1446,200,200,14,9800
1447,100,100,20,9900
1448,100,-100,15,9800
1449,100,100,20,9900
1450,200,200,12,10100
1451,100,-100,26,10000
1452,100,150,21,10150
1453,200,-200,17,9650
1454,100,100,20,9850
1455,200,-200,18,9850
1456,100,-100,25,9750
1457,100,-100,15,9550
1458,100,-100,17,9550
1459,100,-100,25,9450
1460,200,-200,15,9050
1461,200,200,21,9450
1462,100,100,17,9550
1463,100,100,20,9650
1464,100,100,18,9750
1465,100,-100,14,9650
1466,100,-100,23,9550
1467,100,0,20,9450
1468,100,100,21,9650
1469,100,100,20,9750
1470,100,-100,23,9650
1471,100,100,17,9750
1472,100,-100,24,9650
1473,100,-100,26,9550
1474,100,-100,17,9450
1475,100,100,20,9550
1476,100,-100,26,9450
1477,100,100,12,9550
1478,100,-100,18,9350
1479,100,100,21,9550
1480,100,100,20,9650
1481,100,-100,11,9550
1482,100,0,17,9550
1483,100,100,20,9650
1484,100,100,21,9750
1485,100,100,20,9850
1486,100,100,20,9950
1487,100,-100,13,9750
1488,100,-100,13,9750
1489,100,-100,19,9650
1490,100,100,13,9750
1491,100,100,12,9850
1492,200,200,20,10050
1493,100,100,18,10150
1494,100,-100,23,10050
1495,100,100,20,10150
1496,200,-200,17,9950
1497,100,-100,26,9850
1498,100,-100,22,9750
1499,100,-100,23,9650
1500,200,200,12,9850
1501,100,0,20,9850
1502,200,-200,16,9650
1503,100,100,18,9750
1504,100,-100,12,9650
1505,200,200,21,9850
1506,200,200,16,10050
1507,100,-100,22,9950
1508,100,-100,18,9850
1509,100,0,17,9850
1510,100,150,21,10000
1511,100,-100,17,9900
1512,100,100,13,10000
1513,100,-100,12,9900
1514,100,0,20,9900
1515,100,-100,22,9800
1516,100,150,21,9950
1517,100,100,17,10050
1518,200,200,18,10250
1519,100,-100,17,10150
1520,100,-100,23,10050
1521,100,0,18,10050
1522,100,100,15,10150
1523,100,100,20,10250
1524,100,-100,17,10150
1525,100,-100,18,10050
1526,100,100,17,10150
1527,100,-100,23,10050
1528,100,100,21,10150
1529,100,-100,23,10050
1530,100,100,20,10150
1531,100,-100,11,10050
1532,200,200,13,10250
1533,100,100,19,10350
1534,100,-100,17,10250
1535,100,0,18,10250
1536,100,-100,7,10150
1537,100,100,16,10250
1538,100,-100,15,10150
1539,100,100,18,10250
1540,100,-100,20,10150
1541,100,0,17,10150
1542,200,-200,18,9950
1543,100,-100,15,9850
1544,200,200,15,10050
1545,100,-100,24,9950
1546,100,-100,17,9850
1547,100,0,20,9850
1548,100,100,19,9950
1549,100,100,20,10050
1550,100,100,15,10150
1551,100,100,17,10250
1552,100,0,20,10250
1553,100,100,18,10350
1554,100,100,19,10450
1555,200,-200,17,10250
1556,100,-100,16,10150
1557,100,100,20,10250
1558,100,100,14,10350
1559,200,-200,18,10150
1560,100,-100,17,10050
1561,100,100,20,10150
1562,100,-100,22,10050
1563,100,100,17,10150
1564,200,200,21,10350
1565,100,0,18,10350
1566,100,-100,20,10250
1567,100,-100,13,10050
1568,100,-100,14,10050
1569,100,100,20,10150
1570,100,150,21,10300
1571,100,100,18,10400
1572,100,-100,15,10300
1573,100,100,18,10400
1574,100,-100,17,10300
1575,100,100,20,10400
1576,100,100,17,10500
1577,100,100,19,10600
1578,100,-100,18,10500
1579,100,100,19,10600
1580,100,-100,14,10500
1581,100,-100,18,10400
1582,100,-100,17,10300
1583,100,100,19,10400
1584,100,100,17,10500
1585,100,100,20,10600
1586,200,200,20,10800
1587,100,-100,19,10700
1588,100,100,18,10800
1589,100,100,20,10900
1590,100,150,21,11050
1591,100,100,21,11150
1592,100,0,18,11150
1593,100,-100,14,11050
1594,100,-100,15,10950
1595,100,-100,19,10850
1596,100,-100,18,10650
1597,100,-100,18,10650
1598,100,-100,13,10550
1599,100,100,13,10650
1600,100,100,20,10750
1601,100,-100,23,10650
1602,100,-100,26,10550
1603,100,-100,23,10450
1604,100,100,20,10550
1605,100,-100,12,10450
1606,100,100,13,10550
1607,100,-100,22,10450
1608,100,100,15,10550
1609,200,200,20,10750
1610,100,-100,16,10650
1611,100,-100,23,10550
1612,100,-100,18,10450
1613,100,100,17,10550
1614,100,-100,13,10450
1615,100,100,18,10550
1616,100,100,18,10650
1617,100,100,20,10750
1618,100,-100,25,10650
1619,100,-100,16,10550
1620,100,-100,23,10450
1621,100,100,13,10550
1622,100,0,18,10550
1623,100,-100,18,10450
1624,100,-100,18,10350
1625,100,100,19,10450
1626,200,200,20,10650
1627,100,0,20,10650
1628,100,0,19,10650
1629,200,-200,12,10450
1630,100,100,15,10550
1631,100,100,20,10550
1632,100,-100,14,10550
1633,100,0,18,10550
1634,200,200,21,10750
1635,100,150,21,10900
1636,100,100,17,11000
1637,100,0,20,11000
1638,100,100,21,11100
1639,200,-200,12,10900
1640,100,100,18,11000
1641,100,-100,7,10900
1642,100,100,14,11000
1643,100,-100,24,10900
1644,100,150,21,11050
1645,100,-100,26,10950
1646,100,150,21,11100
1647,100,100,17,11200
1648,200,-200,12,11000
1649,100,-100,18,10900
1650,100,-100,12,10800
1651,100,-100,26,10700
1652,200,200,19,10900
1653,100,-100,18,10800
1654,100,-100,13,10700
1655,100,0,18,10700
1656,200,-200,14,10500
1657,100,100,17,10600
1658,100,-100,13,10500
1659,100,100,20,10600
1660,100,100,20,10700
1661,100,-100,14,10600
1662,100,-100,26,10500
1663,100,100,16,10600
1664,100,-100,12,10500
1665,100,-100,25,10400
1666,100,100,16,10500
1667,100,150,21,10650
1668,100,150,21,10800
1669,100,-100,22,10700
1670,100,100,20,10800
1671,100,-100,23,10700
1672,100,100,20,10800
1673,100,100,13,10900
1674,100,-100,24,10800
1675,100,100,19,10900
1676,100,100,18,10900
1677,100,100,18,11100
1678,100,0,20,11100
1679,100,-100,23,11000
1680,100,-100,15,10900
1681,100,-100,23,10800
1682,100,-100,18,10700
1683,100,-100,19,10600
1684,100,-100,16,10500
1685,100,-100,13,10300
1686,100,-100,16,10300
1687,100,-100,16,10200
1688,100,-100,18,10100
1689,200,200,15,10300
1690,100,100,17,10400
1691,100,-100,25,10300
1692,200,-200,18,10100
1693,100,-100,17,10000
1694,100,100,12,10100
1695,200,-200,12,9900
1696,100,0,18,9900
1697,100,-100,22,9800
1698,100,-100,25,9700
1699,100,100,13,9800
1700,100,100,18,9900
1701,100,100,19,10000
1702,200,200,21,10200
1703,100,100,12,10300
1704,100,100,17,10400
1705,100,0,17,10400
1706,200,200,20,10600
1707,100,-100,23,10500
1708,100,150,21,10650
1709,100,-100,26,10550
1710,100,100,20,10650
1711,100,-100,26,10550
1712,100,-100,14,10450
1713,100,-100,23,10350
1714,100,-100,17,10250
1715,100,-100,26,10150
1716,200,200,14,10350
1717,100,150,21,10500
1718,200,-200,16,10300
1719,100,100,21,10400
1720,100,-100,24,10300
1721,100,0,17,10300
1722,100,-100,18,10200
1723,100,100,18,10300
1724,100,-100,25,10200
1725,100,100,19,10300
1726,200,200,21,10500
1727,100,0,19,10500
1728,100,-100,16,10400
1729,100,-100,18,10300
1730,100,-100,23,10200
1731,100,100,19,10300
1732,100,0,20,10300
1733,100,-100,22,10200
1734,100,100,21,10300
1735,100,-100,16,10200
1736,100,100,18,10300
1737,100,100,20,10400
1738,100,100,21,10500
1739,100,100,20,10600
1740,200,200,19,10800
1741,100,100,14,10900
1742,100,-100,17,10800
1743,100,100,20,10900
1744,200,-200,13,10700
1745,100,100,20,10800
1746,100,-100,14,10700
1747,100,-100,20,10600
1748,100,-100,20,10500
1749,100,-100,18,10400
1750,100,0,20,10400
1751,100,-100,26,10300
1752,200,-200,14,10100
1753,100,150,21,10250
1754,100,100,20,10350
1755,100,0,18,10350
1756,200,-200,15,10150
1757,100,-100,22,10050
1758,100,100,20,10150
1759,100,-100,22,10050
1760,200,-200,18,9850
1761,100,100,20,9950
1762,100,0,20,9950
1763,100,-100,12,9850
1764,100,-100,25,9750
1765,100,100,18,9850
1766,100,-100,18,9750
1767,100,100,13,9850
1768,200,200,21,10050
1769,100,-100,17,9950
1770,200,-200,12,9750
1771,100,-100,13,9650
1772,100,100,19,9750
1773,100,-100,23,9650
1774,100,100,14,9750
1775,100,-100,25,9650
1776,100,100,20,9750
1777,100,150,21,9900
1778,100,0,19,9900
1779,100,-100,20,9800
1780,100,-100,17,9700
1781,100,-100,13,9500
1782,100,-100,17,9500
1783,100,150,21,9650
1784,100,100,20,9750
1785,100,-100,20,9650
1786,200,-200,18,9450
1787,100,0,19,9450
1788,100,100,20,9550
1789,100,150,21,9700
1790,100,150,21,9850
1791,100,150,21,10000
1792,100,100,19,10100
1793,200,-200,15,9900
1794,100,100,20,10000
1795,100,-100,20,9900
1796,100,-100,20,9800
1797,100,-100,18,9700
1798,100,100,20,9800
1799,100,-100,18,9700
1800,100,100,14,9800
1801,200,200,21,10000
1802,100,-100,22,9900
1803,100,0,20,9900
1804,100,100,19,10000
1805,100,100,19,10100
1806,100,100,20,10200
1807,200,-200,14,10000
1808,200,200,20,10200
1809,100,-100,18,10100
1810,100,-100,18,10000
1811,100,0,18,10000
1812,200,-200,14,9800
1813,100,-100,17,9700
1814,100,-100,16,9600
1815,100,-100,23,9500
1816,100,-100,16,9400
1817,100,100,21,9500
1818,100,-100,26,9400
1819,100,100,19,9500
1820,100,-100,19,9400
1821,100,-100,19,9300
1822,100,100,19,9400
1823,100,-100,24,9300
1824,100,-100,24,9200
1825,100,-100,17,9100
1826,100,150,21,9250
1827,100,-100,25,9150
1828,100,0,20,9150
1829,100,-100,24,9050
1830,100,0,20,9050
1831,100,100,13,9150
1832,100,-100,13,9050
1833,100,100,19,9150
1834,100,-100,18,9050
1835,100,100,17,9150
1836,100,-100,24,9050
1837,100,0,21,9050
1838,100,100,20,9150
1839,100,-100,23,9050
1840,100,-100,16,8950
1841,100,-100,14,8850
1842,100,-100,18,8750
1843,100,-100,16,8650
1844,100,-100,13,8550
1845,100,-100,22,8450
1846,100,150,21,8600
1847,100,-100,9,8500
1848,100,100,12,8600
1849,100,100,18,8700
1850,100,-100,23,8600
1851,100,-100,19,8500
1852,100,100,17,8600
1853,100,100,21,8700
1854,100,100,19,8800
1855,100,-100,25,8700
1856,200,200,20,8900
1857,100,-100,14,8800
1858,100,-100,18,8700
1859,100,100,17,8800
1860,100,-100,20,8700
1861,100,-100,22,8600
1862,100,-100,13,8500
1863,100,100,17,8600
1864,100,100,20,8700
1865,100,100,18,8800
1866,100,100,18,8900
1867,100,-100,18,8800
1868,100,100,19,8900
1869,100,-100,18,8800
1870,100,100,21,8900
1871,200,-200,17,8700
1872,100,100,20,8800
1873,100,0,18,8800
1874,100,-100,24,8700
1875,100,-100,26,8600
1876,100,0,17,8600
1877,100,-100,17,8500
1878,100,100,20,8600
1879,100,-100,18,8500
1880,100,100,20,8600
1881,100,-100,18,8500
1882,100,100,18,8600
1883,100,100,20,8700
1884,100,100,19,8800
1885,100,-100,26,8700
1886,100,100,13,8800
1887,100,-100,20,8700
1888,100,100,20,8800
1889,100,-100,17,8700
1890,100,100,20,8800
1891,100,-100,23,8700
1892,200,200,16,8900
1893,100,-100,17,8800
1894,100,-100,20,8700
1895,100,-100,15,8600
1896,100,-100,13,8500
1897,100,-100,23,8400
1898,100,-100,22,8200
1899,100,100,18,8400
1900,100,-100,24,8300
1901,200,200,18,8500
1902,100,-100,13,8400
1903,100,-100,14,8300
1904,100,-100,16,8200
1905,100,100,17,8300
1906,100,0,17,8300
1907,100,-100,18,8200
1908,200,200,19,8400
1909,100,-100,16,8300
1910,200,200,20,8500
1911,100,-100,17,8400
1912,100,-100,20,8300
1913,100,-100,23,8200
1914,100,100,15,8300
1915,100,-100,24,8200
1916,100,100,17,8300
1917,200,-200,13,8100
1918,100,-100,18,8000
1919,100,-100,24,7900
1920,200,200,18,8100
1921,100,-100,14,8000
1922,100,-100,20,7900
1923,100,-100,18,7700
1924,100,-100,15,7700
1925,100,-100,25,7600
1926,100,-100,25,7500
1927,200,-200,16,7300
1928,100,100,20,7400
1929,100,-100,25,7300
1930,100,-100,25,7200
1931,100,0,17,7200
1932,100,0,20,7200
1933,100,-100,23,7100
1934,100,-100,16,7000
1935,100,100,14,7100
1936,100,0,20,7100
1937,100,100,21,7200
1938,100,0,18,7200
1939,100,-100,25,7100
1940,100,-100,18,7000
1941,100,-100,19,6900
1942,100,-100,20,6800
1943,100,-100,15,6700
1944,100,-100,24,6600
1945,100,100,12,6700
1946,100,-100,19,6600
1947,100,0,20,6600
1948,100,-100,24,6500
1949,100,100,21,6600
1950,100,-100,24,6500
1951,100,0,19,6500
1952,100,-100,13,6400
1953,100,-100,16,6300
1954,100,0,17,6300
1955,100,-100,15,6200
1956,100,-100,23,6100
1957,100,100,19,6200
1958,100,-100,23,6100
1959,200,0,18,6100
1960,100,-100,23,6000
1961,200,200,21,6200
1962,100,-100,20,6100
1963,100,-100,26,6000
1964,100,-100,13,5900
1965,100,100,21,6000
1966,100,-100,17,5900
1967,100,0,19,5900
1968,100,-100,15,5800
1969,200,-200,14,5600
1970,100,-100,17,5500
1971,100,100,20,5600
1972,100,100,15,5700
1973,100,-100,17,5600
1974,100,0,18,5600
1975,100,150,21,5750
1976,100,-100,17,5650
1977,100,-100,14,5550
1978,100,100,20,5650
1979,100,-100,15,5550
1980,100,-100,23,5450
1981,100,150,21,5600
1982,100,-100,19,5500
1983,100,100,20,5600
1984,100,150,21,5750
1985,100,0,19,5750
1986,100,-100,19,5650
1987,100,-100,22,5550
1988,200,-200,20,5350
1989,100,150,21,5500
1990,100,100,18,5400
1991,100,100,18,5600
1992,100,100,13,5800
1993,100,100,20,5800
1994,100,100,14,6000
1995,100,-100,18,5900
1996,100,100,20,6000
1997,100,0,17,6000
1998,100,-100,17,5900
1999,100,-100,18,5800
2000,100,-100,25,5700
2001,100,-100,15,5600
2002,100,-100,19,5500
2003,100,0,18,5500
2004,100,-100,22,5400
2005,100,100,18,5500
2006,200,200,14,5700
2007,100,150,21,5850
2008,200,0,21,5850
2009,100,100,20,5950
2010,200,-200,17,5750
2011,100,-100,17,5650
2012,100,-100,13,5550
2013,100,-100,16,5450
2014,100,-100,24,5350
2015,100,100,13,5450
2016,100,-100,22,5350
2017,100,100,20,5450
2018,100,-100,22,5350
2019,100,-100,17,5250
2020,100,100,17,5350
2021,100,-100,18,5250
2022,100,-100,23,5150
2023,100,100,20,5250
2024,200,-200,12,5050
2025,100,-100,17,4950
2026,100,-100,14,4850
2027,100,-100,13,4750
2028,100,-100,26,4650
2029,200,200,21,4850
2030,100,-100,20,4750
2031,100,-100,18,4650
2032,100,100,18,4750
2033,100,100,17,4850
2034,100,-100,18,4750
2035,100,-100,14,4650
2036,100,-100,16,4550
2037,100,150,21,4700
2038,100,-100,26,4600
2039,100,0,19,4600
2040,100,-100,17,4500
2041,100,100,21,4600
2042,100,-100,24,4500
2043,100,-100,17,4400
2044,100,-100,17,4300
2045,100,150,21,4450
2046,100,-100,22,4350
2047,100,100,20,4450
2048,100,150,21,4600
2049,100,-100,13,4500
2050,100,100,20,4600
2051,200,200,21,4800
2052,100,100,19,4900
2053,100,100,14,5000
2054,100,-100,18,4900
2055,100,-100,25,4800
2056,100,-100,24,4700
2057,100,100,15,4800
2058,100,-100,16,4600
2059,100,-100,13,4600
2060,200,0,20,4600
2061,100,100,18,4700
2062,200,200,20,4900
2063,100,-100,23,4800
2064,100,-100,20,4700
2065,100,-100,17,4600
2066,100,100,18,4700
2067,100,0,20,4700
2068,100,150,21,4850
2069,100,100,20,4950
2070,100,-100,17,4850
2071,100,100,20,4950
2072,100,100,20,5050
2073,100,-100,12,4950
2074,100,100,20,5050
2075,100,100,19,5150
2076,200,-200,13,4950
2077,100,100,19,5050
2078,100,-100,17,4950
2079,100,-100,22,4850
2080,100,-100,14,4750
2081,100,100,21,4850
2082,100,-100,15,4750
2083,100,100,19,4850
2084,100,100,14,4950
2085,100,100,21,5050
2086,100,-100,23,4950
2087,100,-100,24,4850
2088,100,-100,12,4750
2089,200,200,17,4950
2090,100,-100,19,4850
2091,100,-100,18,4750
2092,100,100,21,4850
2093,100,100,19,4950
2094,100,-100,26,4850
2095,100,100,20,4950
2096,100,-100,15,4850
2097,200,200,12,5050
2098,100,100,20,5150
2099,100,100,19,5250
2100,100,-100,5,5150
2101,100,-100,20,5050
2102,200,200,20,5250
2103,100,-100,15,5150
2104,100,-100,13,5050
2105,100,100,12,5150
2106,100,-100,15,5050
2107,100,-100,14,4950
2108,100,100,14,5050
2109,100,-100,19,4950
2110,100,-100,23,4850
2111,100,100,20,4950
2112,100,100,19,5050
2113,100,-100,13,4950
2114,100,-100,26,4850
2115,100,0,20,4850
2116,100,100,20,4950
2117,100,100,20,5050
2118,100,150,21,5200
2119,100,-100,23,5100
2120,100,-100,6,5000
2121,100,-100,18,4900
2122,100,-100,19,4800
2123,100,-100,22,4700
2124,100,-100,17,4600
2125,100,-100,25,4500
2126,100,100,20,4600
2127,100,-100,16,4500
2128,200,-200,15,4300
2129,100,0,20,4300
2130,100,-100,14,4200
2131,100,100,13,4300
2132,100,150,21,4450
2133,100,100,15,4550
2134,100,100,20,4650
2135,100,-100,18,4550
2136,100,0,18,4550
2137,100,0,18,4550
2138,100,100,18,4650
2139,100,100,18,4750
2140,200,200,19,4950
2141,100,0,20,4950
2142,100,-100,15,4850
2143,100,-100,17,4750
2144,200,200,20,4950
2145,100,-100,25,4850
2146,100,-100,17,4750
2147,100,150,21,4900
2148,200,-200,18,4700
2149,100,0,20,4700
2150,100,-100,17,4600
2151,100,-100,14,4500
2152,100,-100,17,4400
2153,100,-100,26,4300
2154,100,100,21,4400
2155,100,100,18,4500
2156,100,0,18,4300
2157,200,-200,14,4300
2158,100,-100,14,4200
2159,100,100,12,4300
2160,100,0,18,4300
2161,100,150,21,4450
2162,100,100,19,4550
2163,100,-100,14,4450
2164,100,0,18,4450
2165,100,-100,22,4350
2166,100,-100,23,4250
2167,100,-100,17,4150
2168,100,150,21,4300
2169,100,100,20,4400
2170,200,-200,19,4200
2171,200,-200,12,4000
2172,100,-100,16,3900
2173,100,0,17,3900
2174,100,100,21,4000
2175,200,-200,15,3800
2176,100,150,21,3950
2177,100,-100,18,3850
2178,100,-100,23,3750
2179,100,-100,25,3650
2180,100,-100,17,3550
2181,100,-100,19,3450
2182,100,100,19,3550
2183,100,100,17,3650
2184,100,0,17,3650
2185,100,100,20,3750
2186,100,-100,18,3650
2187,100,100,21,3550
2188,200,200,17,3950
2189,100,100,20,4050
2190,100,-100,22,3950
2191,100,100,19,4050
2192,100,150,21,4200
2193,100,100,20,4300
2194,200,200,15,4500
2195,100,150,21,4650
2196,100,0,20,4650
2197,100,-100,17,4550
2198,100,0,17,4550
2199,100,-100,17,4450
2200,100,100,20,4550
2201,100,-100,15,4450
2202,100,150,21,4600
2203,100,100,19,4700
2204,100,-100,25,4600
2205,200,-200,20,4300
2206,100,-100,16,4300
2207,100,-100,13,4200
2208,100,100,20,4300
2209,200,-200,16,4100
2210,200,-200,12,3900
2211,100,100,14,4000
2212,100,100,18,4100
2213,100,100,20,4200
2214,100,-100,26,4100
2215,100,100,15,4200
2216,100,-100,18,4000
2217,100,-100,18,4000
2218,100,150,21,4150
2219,100,-100,16,4050
2220,100,100,20,4150
2221,200,-200,16,3950
2222,100,100,21,4050
2223,100,-100,5,3950
2224,100,100,21,4050
2225,100,-100,17,3950
2226,100,100,17,4050
2227,100,-100,15,3950
2228,100,-100,12,3750
2229,100,100,21,3950
2230,100,0,18,3950
2231,200,200,21,4050
2232,100,-100,12,4050
2233,100,-100,19,3950
2234,100,-100,13,3850
2235,100,100,16,3950
2236,100,-100,13,3850
2237,100,100,20,3950
2238,100,100,17,4050
2239,100,100,20,4150
2240,100,100,19,4250
2241,100,-100,23,4150
2242,100,-100,26,4050
2243,100,-100,22,3950
2244,100,100,18,4050
2245,100,-100,13,3950
2246,100,100,21,4050
2247,100,100,20,4150
2248,100,100,20,4250
2249,100,-100,23,4150
2250,100,0,18,4150
2251,100,0,19,4150
2252,100,150,21,4300
2253,100,-100,19,4200
2254,100,-100,19,4100
2255,100,-100,13,4000
2256,100,-100,11,3900
2257,100,-100,24,3800
2258,100,0,19,3800
2259,100,-100,14,3700
2260,100,-100,19,3600
2261,100,100,19,3700
2262,100,-100,17,3600
2263,100,-100,24,3500
2264,200,200,16,3700
2265,100,100,21,3800
2266,100,-100,17,3700
2267,100,-100,18,3600
2268,100,150,21,3750
2269,100,-100,15,3650
2270,100,-100,25,3550
2271,100,100,19,3650
2272,100,150,21,3800
2273,100,0,19,3800
2274,100,-100,23,3700
2275,100,-100,11,3600
2276,100,100,21,3700
2277,100,-100,16,3600
2278,100,100,19,3700
2279,100,-100,12,3600
2280,100,150,21,3750
2281,200,200,21,3950
2282,100,-100,6,3850
2283,100,-100,24,3750
2284,100,0,20,3750
2285,100,100,18,3850
2286,200,200,14,4050
2287,200,200,21,4250
2288,100,-100,15,4150
2289,100,100,17,4250
2290,100,100,19,4350
2291,100,-100,13,4250
2292,100,-100,23,4150
2293,100,-100,15,4050
2294,100,0,18,4050
2295,100,-100,24,3950
2296,100,100,20,4050
2297,100,100,19,4150
2298,100,-100,15,4050
2299,100,-100,22,3950
2300,100,100,19,4050
2301,100,-100,15,3950
2302,100,100,20,4050
2303,100,-100,25,3950
2304,100,-100,25,3850
